"affy_hg_u133a_2"	"entrezgene"
"202822_at"	4026
"219150_s_at"	90639
"90265_at"	90639
"218485_s_at"	55343
"208395_s_at"	9875
"212996_s_at"	9875
"204008_at"	10126
"205893_at"	22871
"204193_at"	1120
"209351_at"	3861
"218363_at"	55218
"216063_at"	3044
"217080_s_at"	9455
"222239_s_at"	26512
"218819_at"	26512
"214723_x_at"	100996862
"203271_s_at"	9094
"201158_at"	4836
"201157_s_at"	4836
"201159_s_at"	4836
"204671_s_at"	22881
"204672_s_at"	22881
"218338_at"	NA
"212923_s_at"	221749
"208381_s_at"	8879
"212321_at"	8879
"212322_at"	8879
"221821_s_at"	677815
"216497_at"	NA
"214047_s_at"	8930
"209579_s_at"	8930
"209580_s_at"	8930
"214048_at"	8930
"213040_s_at"	23467
"218708_at"	29107
"221149_at"	27202
"202746_at"	9452
"202747_s_at"	9452
"216386_at"	NA
"200913_at"	5496
"206271_at"	7098
"206352_s_at"	5192
"206351_s_at"	5192
"214505_s_at"	2273
"210299_s_at"	2273
"201539_s_at"	2273
"210298_x_at"	2273
"201540_at"	2273
"207061_at"	2081
"216419_at"	9696
"206274_s_at"	9696
"204348_s_at"	NA
"212695_at"	1408
"220256_s_at"	NA
"215010_s_at"	9024
"216403_at"	NA
"217226_s_at"	81855
"220974_x_at"	81855
"202048_s_at"	23466
"202047_s_at"	23466
"222054_at"	728448
"209941_at"	8737
"217874_at"	8802
"216762_at"	8802
"210009_s_at"	NA
"212404_s_at"	89910
"212403_at"	89910
"213822_s_at"	89910
"204815_s_at"	9704
"214017_s_at"	9704
"205498_at"	2690
"221031_s_at"	81575
"207764_s_at"	10114
"210148_at"	10114
"219204_s_at"	63826
"219205_at"	63826
"216581_at"	NA
"209925_at"	100506658
"211742_s_at"	2124
"209520_s_at"	4686
"209519_at"	4686
"212685_s_at"	26608
"212679_at"	26608
"201859_at"	5552
"201858_s_at"	5552
"206322_at"	8224
"214657_s_at"	283131
"220983_s_at"	283131
"214657_s_at"	693197
"220983_s_at"	693197
"220810_at"	9629
"200823_x_at"	NA
"213969_x_at"	NA
"216937_s_at"	6247
"207363_at"	6247
"205379_at"	874
"208313_s_at"	7536
"210172_at"	7536
"209800_at"	3868
"205758_at"	925
"215047_at"	25893
"217261_at"	NA
"216665_s_at"	NA
"220927_s_at"	60495
"219271_at"	79623
"221772_s_at"	55844
"213083_at"	11046
"213082_s_at"	11046
"204164_at"	6494
"200970_s_at"	27230
"200969_at"	27230
"200971_s_at"	27230
"207678_s_at"	11063
"206692_at"	3766
"216673_at"	50858
"216673_at"	100101116
"205285_s_at"	2533
"211795_s_at"	2533
"211794_at"	2533
"215207_x_at"	116150
"201217_x_at"	NA
"211073_x_at"	NA
"212039_x_at"	NA
"220009_at"	79836
"208992_s_at"	6774
"208991_at"	6774
"65585_at"	692099
"220353_at"	692099
"221487_s_at"	NA
"202479_s_at"	28951
"202478_at"	28951
"209553_at"	23355
"209553_at"	100505729
"206862_at"	9534
"210249_s_at"	8648
"209106_at"	8648
"209105_at"	8648
"209107_x_at"	8648
"216607_s_at"	NA
"212690_at"	23259
"201872_s_at"	NA
"202604_x_at"	102
"202603_at"	102
"214895_s_at"	102
"217897_at"	53826
"217897_at"	100533181
"207527_at"	3765
"218583_s_at"	54165
"205248_at"	9980
"215219_at"	9980
"209551_at"	84272
"215039_at"	339524
"205775_at"	26240
"210106_at"	5959
"217841_s_at"	51400
"49077_at"	51400
"217876_at"	9328
"218500_at"	51337
"209079_x_at"	56099
"211876_x_at"	56099
"215836_s_at"	56099
"205717_x_at"	56099
"211066_x_at"	56099
"216352_x_at"	56099
"208394_x_at"	11082
"219244_s_at"	NA
"212767_at"	NA
"200063_s_at"	29121
"214408_s_at"	10740
"214120_at"	10740
"210873_x_at"	200315
"210873_x_at"	100913187
"205013_s_at"	NA
"210114_at"	27130
"211054_at"	27130
"211055_s_at"	27130
"201711_x_at"	653489
"218151_x_at"	79581
"222155_s_at"	79581
"213402_at"	126208
"201492_s_at"	NA
"216477_at"	NA
"213661_at"	25891
"218333_at"	51009
"211682_x_at"	54490
"220799_at"	9247
"221657_s_at"	140459
"201827_at"	6603
"215461_at"	148066
"212767_at"	92170
"216112_at"	NA
"221764_at"	91300
"55705_at"	91300
"205013_s_at"	135
"211787_s_at"	100533955
"201530_x_at"	100533955
"215113_s_at"	100533955
"216808_at"	693207
"217890_s_at"	55742
"215418_at"	55742
"209254_at"	23008
"209255_at"	23008
"210111_s_at"	23008
"209256_s_at"	23008
"206632_s_at"	9582
"211050_x_at"	100288102
"211942_x_at"	NA
"218737_at"	55206
"211787_s_at"	26781
"201530_x_at"	26781
"204774_at"	2123
"216310_at"	57551
"211877_s_at"	5098
"209079_x_at"	56105
"211876_x_at"	56105
"215836_s_at"	56105
"205717_x_at"	56105
"211066_x_at"	56105
"211877_s_at"	56105
"216352_x_at"	56105
"32099_at"	9667
"203280_at"	9667
"206080_at"	9651
"205228_at"	5939
"34187_at"	5939
"214511_x_at"	NA
"216950_s_at"	NA
"204792_s_at"	9742
"200604_s_at"	5573
"200605_s_at"	5573
"200603_at"	5573
"208739_x_at"	NA
"213881_x_at"	NA
"203417_at"	4237
"222096_x_at"	NA
"200806_s_at"	NA
"200807_s_at"	NA
"208788_at"	60481
"215082_at"	60481
"211542_x_at"	NA
"217794_at"	54458
"211711_s_at"	NA
"219117_s_at"	NA
"203335_at"	5264
"212261_at"	26058
"212260_at"	26058
"202269_x_at"	400759
"202614_at"	10463
"206213_at"	7480
"210064_s_at"	7348
"210065_s_at"	7348
"208537_at"	9294
"214451_at"	7021
"206536_s_at"	331
"221199_at"	64096
"209805_at"	5395
"213377_x_at"	6206
"206611_at"	NA
"211662_s_at"	NA
"208093_s_at"	81565
"200943_at"	NA
"200944_s_at"	NA
"222349_x_at"	376412
"207543_s_at"	5033
"220998_s_at"	NA
"221737_at"	2768
"218654_s_at"	51650
"222001_x_at"	728855
"213633_at"	23616
"214333_x_at"	3421
"202471_s_at"	3421
"218872_at"	54997
"212132_at"	26065
"212131_at"	26065
"222099_s_at"	26065
"201149_s_at"	7078
"201148_s_at"	7078
"201147_s_at"	7078
"201150_s_at"	7078
"203296_s_at"	477
"203295_s_at"	477
"221804_s_at"	NA
"206218_at"	4113
"218302_at"	55851
"204583_x_at"	354
"204582_s_at"	354
"209259_s_at"	NA
"203781_at"	9553
"201686_x_at"	NA
"214959_s_at"	NA
"215332_s_at"	926
"207979_s_at"	926
"215332_s_at"	100996919
"207979_s_at"	100996919
"218105_s_at"	51073
"209700_x_at"	NA
"217286_s_at"	57446
"221082_s_at"	57446
"212515_s_at"	NA
"220144_s_at"	NA
"217667_at"	729799
"202551_s_at"	51232
"202552_s_at"	51232
"218023_s_at"	51307
"216849_at"	NA
"211931_s_at"	NA
"218410_s_at"	283870
"208742_s_at"	10284
"208741_at"	10284
"208740_at"	10284
"211570_s_at"	5913
"221798_x_at"	6187
"203107_x_at"	6187
"212433_x_at"	6187
"217466_x_at"	6187
"220055_at"	57336
"214682_at"	NA
"211297_s_at"	NA
"208336_s_at"	NA
"208909_at"	7386
"207579_at"	4114
"222164_at"	NA
"220526_s_at"	55052
"220527_at"	55052
"201711_x_at"	285190
"210676_x_at"	285190
"221531_at"	NA
"220562_at"	54905
"207489_at"	NA
"219587_at"	54970
"201807_at"	9559
"221850_x_at"	NA
"221971_x_at"	NA
"209989_at"	10795
"215341_at"	1768
"206253_at"	1740
"203557_s_at"	5092
"206917_at"	10672
"217812_at"	NA
"208224_at"	3211
"204743_at"	29114
"218194_at"	25996
"220445_s_at"	NA
"205326_at"	10268
"217879_at"	996
"217880_at"	996
"217881_s_at"	996
"217878_s_at"	996
"205742_at"	7137
"218137_s_at"	60682
"207904_s_at"	4012
"212198_s_at"	9777
"212194_s_at"	9777
"221058_s_at"	51192
"219161_s_at"	51192
"219255_x_at"	55540
"214111_at"	4978
"206215_at"	4978
"209884_s_at"	9497
"210286_s_at"	9497
"207604_s_at"	9497
"217765_at"	29959
"218976_at"	56521
"202868_s_at"	10775
"218828_at"	NA
"56197_at"	NA
"218099_at"	55852
"207581_s_at"	4115
"207580_at"	4115
"209111_at"	NA
"213615_at"	NA
"218059_at"	51123
"203417_at"	NA
"214727_at"	675
"208368_s_at"	675
"214093_s_at"	8880
"214094_at"	8880
"203091_at"	8880
"206372_at"	4618
"218608_at"	23400
"217361_at"	NA
"200858_s_at"	94162
"220890_s_at"	51202
"207040_s_at"	NA
"209994_s_at"	5243
"209993_at"	5243
"208811_s_at"	NA
"208810_at"	NA
"209680_s_at"	3833
"207424_at"	4617
"220722_s_at"	60482
"213526_s_at"	NA
"218302_at"	NA
"217544_at"	100500849
"218305_at"	79711
"210827_s_at"	NA
"201510_at"	NA
"209871_s_at"	321
"209870_s_at"	321
"201345_s_at"	7322
"201344_at"	7322
"201343_at"	7322
"222184_at"	349196
"200085_s_at"	6923
"213877_x_at"	6923
"206753_at"	8608
"217123_x_at"	5369
"217511_at"	81621
"221000_s_at"	81621
"57540_at"	64080
"219222_at"	64080
"202644_s_at"	7128
"202643_s_at"	7128
"210034_s_at"	26782
"212986_s_at"	NA
"212997_s_at"	NA
"207534_at"	4112
"207581_s_at"	4112
"206440_at"	8825
"207518_at"	8526
"221757_at"	113791
"221756_at"	113791
"213526_s_at"	55957
"209493_at"	23037
"214717_at"	150967
"204424_s_at"	55885
"208466_at"	9545
"221195_at"	653645
"221194_s_at"	653645
"209425_at"	114899
"209426_s_at"	114899
"209424_s_at"	114899
"220988_s_at"	114899
"209893_s_at"	2526
"209892_at"	2526
"204909_at"	1656
"209782_s_at"	1628
"209783_at"	1628
"202544_at"	2764
"202543_s_at"	2764
"206505_at"	7363
"211090_s_at"	8899
"202126_at"	8899
"202127_at"	8899
"204944_at"	5793
"221336_at"	474
"218731_s_at"	64856
"206001_at"	4852
"206518_s_at"	8787
"204135_at"	11259
"206072_at"	7349
"215721_at"	NA
"41856_at"	219699
"213100_at"	219699
"205157_s_at"	3872
"212236_x_at"	3872
"201711_x_at"	400966
"213245_at"	107
"215348_at"	107
"212614_at"	84159
"213088_s_at"	NA
"208156_x_at"	83481
"202797_at"	22908
"219122_s_at"	54974
"207274_at"	1145
"219155_at"	26207
"210134_x_at"	6474
"210135_s_at"	6474
"208443_x_at"	6474
"205303_at"	3764
"205304_s_at"	3764
"200741_s_at"	NA
"214714_at"	84124
"219543_at"	64081
"216935_at"	NA
"207201_s_at"	6580
"213712_at"	54898
"220029_at"	54898
"209584_x_at"	27350
"217491_x_at"	NA
"211470_s_at"	6819
"205343_at"	6819
"205342_s_at"	6819
"218771_at"	55229
"220622_at"	79782
"200682_s_at"	NA
"220664_at"	NA
"201105_at"	3956
"207958_at"	10941
"204286_s_at"	5366
"204285_s_at"	5366
"208567_s_at"	3768
"207110_at"	3768
"208567_s_at"	100996843
"207110_at"	100996843
"200861_at"	23019
"200860_s_at"	23019
"208698_s_at"	NA
"210470_x_at"	NA
"212949_at"	23397
"221640_s_at"	55367
"219019_at"	55367
"204267_x_at"	9088
"200066_at"	3550
"219076_s_at"	5827
"215599_at"	653188
"206565_x_at"	653188
"215043_s_at"	653188
"215599_at"	100049076
"206565_x_at"	100049076
"215043_s_at"	100049076
"215920_s_at"	283970
"215123_at"	283970
"217861_s_at"	10113
"208146_s_at"	54504
"205429_s_at"	51678
"221540_x_at"	728340
"215470_at"	728340
"221540_x_at"	730394
"215470_at"	730394
"217753_s_at"	NA
"205453_at"	3212
"202598_at"	NA
"213000_at"	23515
"206288_at"	5229
"221944_at"	645644
"219793_at"	64089
"214355_x_at"	340307
"222115_x_at"	84656
"218506_x_at"	84656
"221628_s_at"	84656
"214995_s_at"	200316
"214994_at"	200316
"214506_at"	NA
"220507_s_at"	51733
"204146_at"	10635
"205256_at"	9880
"208570_at"	7471
"217314_at"	NA
"219388_at"	79977
"208561_at"	10060
"208562_s_at"	10060
"208462_s_at"	10060
"218707_at"	55311
"50376_at"	55311
"215543_s_at"	9215
"204414_at"	9215
"218623_at"	51617
"209866_s_at"	23284
"209867_s_at"	23284
"221275_s_at"	84336
"212979_s_at"	9747
"204403_x_at"	9747
"212981_s_at"	9747
"210529_s_at"	9747
"212979_s_at"	100294033
"204403_x_at"	100294033
"212981_s_at"	100294033
"210529_s_at"	100294033
"204442_x_at"	8425
"213176_s_at"	8425
"214788_x_at"	23109
"212927_at"	23137
"212926_at"	23137
"219414_at"	64084
"206231_at"	NA
"217256_x_at"	NA
"219324_at"	79159
"222057_at"	79159
"214415_at"	285189
"205871_at"	285189
"211600_at"	4540
"221467_at"	4160
"215756_at"	730227
"204205_at"	60489
"214995_s_at"	60489
"215579_at"	60489
"208414_s_at"	3213
"218277_s_at"	79665
"211566_x_at"	9577
"205550_s_at"	9577
"212645_x_at"	9577
"207979_s_at"	NA
"207229_at"	NA
"214889_at"	25854
"214890_s_at"	25854
"222291_at"	25854
"211635_x_at"	NA
"211634_x_at"	NA
"220080_at"	NA
"218878_s_at"	23411
"221017_s_at"	81543
"210913_at"	28316
"210130_s_at"	7108
"217969_at"	7108
"219790_s_at"	4883
"219789_at"	4883
"219054_at"	4883
"203811_s_at"	11080
"203810_at"	11080
"213916_at"	7568
"213778_x_at"	92822
"204605_at"	10668
"217131_at"	NA
"214750_at"	NA
"213484_at"	NA
"201506_at"	7045
"207389_at"	2811
"219645_at"	844
"214901_at"	7554
"202926_at"	51594
"207327_at"	2070
"209742_s_at"	4633
"213552_at"	26035
"219607_s_at"	51338
"206984_s_at"	6014
"201805_at"	5571
"202691_at"	NA
"215632_at"	63973
"216850_at"	91380
"213447_at"	91380
"221974_at"	91380
"216850_at"	100033416
"213447_at"	100033416
"221974_at"	100033416
"216850_at"	100033433
"213447_at"	100033433
"221974_at"	100033433
"216850_at"	100033444
"213447_at"	100033444
"221974_at"	100033444
"216850_at"	100033450
"213447_at"	100033450
"221974_at"	100033450
"216850_at"	100033802
"213447_at"	100033802
"221974_at"	100033802
"216850_at"	100033820
"213447_at"	100033820
"221974_at"	100033820
"216850_at"	100506948
"213447_at"	100506948
"221974_at"	100506948
"202675_at"	6390
"209836_x_at"	552900
"209836_x_at"	654483
"209836_x_at"	101060252
"221747_at"	NA
"221748_s_at"	NA
"200018_at"	6207
"200018_at"	85388
"200018_at"	100508408
"201257_x_at"	NA
"212391_x_at"	NA
"200099_s_at"	NA
"205816_at"	3696
"211488_s_at"	3696
"221566_s_at"	8996
"59625_at"	8996
"221567_at"	8996
"213448_at"	NA
"217320_at"	NA
"219970_at"	54810
"56748_at"	10107
"210579_s_at"	10107
"221627_at"	10107
"214415_at"	NA
"201120_s_at"	10857
"201121_s_at"	10857
"203646_at"	2230
"203647_s_at"	2230
"210589_s_at"	2630
"209093_s_at"	2630
"216400_at"	2630
"211642_at"	NA
"222267_at"	84928
"212092_at"	23089
"212094_at"	23089
"201987_at"	9969
"201986_at"	9969
"220627_at"	10047
"212508_at"	64112
"202832_at"	9648
"210179_at"	3769
"211427_s_at"	3769
"38691_s_at"	6440
"214387_x_at"	6440
"205982_x_at"	6440
"211735_x_at"	6440
"215454_x_at"	6440
"205871_at"	5342
"205871_at"	5343
"209619_at"	972
"206629_at"	NA
"204366_s_at"	4358
"212429_s_at"	4358
"216374_at"	NA
"206340_at"	9971
"213246_at"	26175
"217352_at"	NA
"205644_s_at"	NA
"219066_at"	60490
"204798_at"	4602
"215152_at"	4602
"208388_at"	NA
"208385_at"	NA
"220333_at"	54852
"219512_at"	79980
"208328_s_at"	4205
"214684_at"	4205
"212535_at"	4205
"213614_x_at"	NA
"213477_x_at"	NA
"218568_at"	55750
"222132_s_at"	55750
"202928_s_at"	5252
"40446_at"	5252
"206964_at"	NA
"206963_s_at"	NA
"207177_at"	5737
"200717_x_at"	NA
"212042_x_at"	NA
"202795_x_at"	11078
"210276_s_at"	11078
"216210_x_at"	11078
"210581_x_at"	23598
"211392_s_at"	23598
"211391_s_at"	23598
"209431_s_at"	23598
"209494_s_at"	23598
"222009_at"	752014
"200788_s_at"	8682
"200787_s_at"	8682
"212260_at"	389084
"220427_at"	100996579
"219928_s_at"	26256
"213375_s_at"	90634
"217197_x_at"	90634
"214906_x_at"	90634
"216998_s_at"	255926
"218440_at"	56922
"219729_at"	51450
"214462_at"	9306
"206020_at"	9306
"219546_at"	55589
"59644_at"	55589
"214716_at"	55589
"37170_at"	55589
"213138_at"	10865
"219114_at"	51161
"209791_at"	11240
"200810_s_at"	1153
"200811_at"	1153
"210386_s_at"	NA
"217480_x_at"	NA
"204284_at"	5507
"202924_s_at"	5326
"202925_s_at"	5326
"204439_at"	10964
"211208_s_at"	8573
"207620_s_at"	8573
"221130_s_at"	NA
"210878_s_at"	51780
"201643_x_at"	51780
"216650_at"	NA
"221970_s_at"	25926
"219944_at"	79745
"220147_s_at"	58516
"213066_at"	9853
"208800_at"	NA
"218228_s_at"	80351
"203305_at"	2162
"221379_at"	NA
"200714_x_at"	10956
"215399_s_at"	10956
"216993_s_at"	1302
"213870_at"	1302
"216939_s_at"	3360
"207577_at"	3360
"207578_s_at"	3360
"209354_at"	8764
"205217_at"	NA
"206127_at"	2004
"221773_at"	2004
"207179_at"	3195
"204826_at"	899
"204827_s_at"	899
"215247_at"	440895
"214811_at"	23504
"40850_at"	23770
"208255_s_at"	23770
"208286_x_at"	645682
"210905_x_at"	645682
"214532_x_at"	645682
"217050_at"	NA
"214355_x_at"	NA
"202996_at"	NA
"206254_at"	1950
"221260_s_at"	81566
"212349_at"	23509
"210433_at"	23509
"216885_s_at"	50717
"202249_s_at"	50717
"202250_s_at"	50717
"210367_s_at"	9536
"207388_s_at"	9536
"215247_at"	NA
"222307_at"	NA
"210529_s_at"	NA
"204403_x_at"	NA
"212593_s_at"	100616113
"216297_at"	NA
"219043_s_at"	NA
"211303_x_at"	NA
"217487_x_at"	NA
"215363_x_at"	NA
"208474_at"	NA
"213013_at"	9479
"213014_at"	9479
"213013_at"	101060620
"213014_at"	101060620
"220962_s_at"	29943
"203418_at"	890
"213226_at"	890
"218410_s_at"	283871
"216264_s_at"	3913
"218873_at"	NA
"203094_at"	9587
"217302_at"	135948
"208525_s_at"	135948
"218866_s_at"	51728
"208641_s_at"	NA
"207958_at"	574537
"207092_at"	3952
"217693_x_at"	100506898
"203807_x_at"	1443
"202493_x_at"	1443
"208342_x_at"	1443
"208341_x_at"	1443
"208294_x_at"	1443
"208357_x_at"	1443
"208295_x_at"	1443
"207770_x_at"	1443
"211739_x_at"	1443
"205958_x_at"	1443
"207285_x_at"	1443
"208356_x_at"	1443
"206475_x_at"	1443
"219068_x_at"	55210
"204967_at"	357
"217740_x_at"	NA
"201360_at"	1471
"219076_s_at"	NA
"207707_s_at"	6396
"218296_x_at"	NA
"214835_s_at"	8801
"212459_x_at"	8801
"215772_x_at"	8801
"200018_at"	NA
"209726_at"	770
"203239_s_at"	4849
"211141_s_at"	4849
"213967_at"	138046
"201711_x_at"	729857
"202241_at"	10221
"207198_s_at"	3987
"212687_at"	3987
"218068_s_at"	79894
"207235_s_at"	2915
"214217_at"	2915
"206377_at"	2295
"200663_at"	967
"221428_s_at"	79718
"201318_s_at"	10627
"213310_at"	NA
"208456_s_at"	NA
"212590_at"	NA
"205302_at"	3484
"219350_s_at"	NA
"216713_at"	NA
"201491_at"	10598
"218317_x_at"	79008
"222094_at"	79008
"218317_x_at"	548593
"222094_at"	548593
"218317_x_at"	101060729
"222094_at"	101060729
"34031_i_at"	NA
"215658_at"	100289255
"215324_at"	223117
"215643_at"	223117
"37796_at"	NA
"215590_x_at"	100128640
"207778_at"	NA
"214453_s_at"	10561
"207490_at"	80086
"218524_at"	1877
"202052_s_at"	26064
"213920_at"	23316
"202149_at"	4739
"202150_s_at"	4739
"218593_at"	55131
"212505_s_at"	23383
"216926_s_at"	23383
"217652_at"	23383
"217368_at"	NA
"213260_at"	2296
"209593_s_at"	27348
"219469_at"	79659
"200043_at"	2079
"218108_at"	55148
"219520_s_at"	55841
"211942_x_at"	644511
"220779_at"	51702
"206614_at"	8200
"220166_at"	26507
"219566_at"	79156
"213200_at"	6855
"202252_at"	NA
"213912_at"	23329
"213913_s_at"	23329
"215186_at"	23329
"201276_at"	NA
"201628_s_at"	10670
"206994_at"	1472
"221475_s_at"	NA
"209003_at"	8402
"207088_s_at"	8402
"201849_at"	664
"201848_s_at"	664
"221559_s_at"	79003
"208380_at"	10660
"44673_at"	6614
"219519_s_at"	6614
"202914_s_at"	768220
"212282_at"	27346
"212281_s_at"	27346
"214283_at"	27346
"212279_at"	27346
"219992_at"	6866
"221368_at"	4759
"205952_at"	3777
"204860_s_at"	NA
"222260_at"	NA
"214748_at"	NA
"213916_at"	NA
"212756_s_at"	23304
"212760_at"	23304
"218602_s_at"	54801
"203288_at"	9710
"220950_s_at"	55683
"221530_s_at"	79365
"36742_at"	89870
"210177_at"	89870
"210885_s_at"	89870
"217481_x_at"	NA
"220636_at"	64446
"221668_s_at"	64446
"211413_s_at"	23569
"220001_at"	23569
"219669_at"	57126
"212469_at"	25836
"207108_s_at"	25836
"212483_at"	25836
"213918_s_at"	25836
"206414_s_at"	8853
"216091_s_at"	8945
"204901_at"	8945
"222374_at"	8945
"212082_s_at"	NA
"61874_at"	11094
"219223_at"	11094
"208940_at"	22929
"208941_s_at"	22929
"208939_at"	22929
"215247_at"	100288570
"216659_at"	1720
"210894_s_at"	11190
"209495_at"	11190
"219085_s_at"	79760
"208525_s_at"	26211
"208526_at"	26211
"216545_at"	NA
"91617_at"	54487
"64474_g_at"	54487
"218650_at"	54487
"219811_at"	54487
"91617_at"	100302197
"64474_g_at"	100302197
"218650_at"	100302197
"219811_at"	100302197
"212873_at"	23526
"217614_at"	23526
"219783_at"	54978
"204453_at"	7637
"204453_at"	100996464
"201707_at"	50717
"66053_at"	NA
"208906_at"	NA
"220278_at"	55693
"208498_s_at"	NA
"203331_s_at"	3635
"203332_s_at"	3635
"214891_at"	23014
"212231_at"	23014
"212229_s_at"	23014
"204386_s_at"	78988
"204387_x_at"	78988
"204113_at"	10658
"209489_at"	10658
"221742_at"	10658
"221743_at"	10658
"219134_at"	64123
"201427_s_at"	6414
"206645_s_at"	190
"206644_at"	190
"208286_x_at"	642559
"210265_x_at"	642559
"201713_s_at"	5903
"201711_x_at"	5903
"201712_s_at"	5903
"214446_at"	NA
"215255_at"	22997
"215255_at"	646543
"218786_at"	51559
"218493_at"	79622
"213070_at"	5286
"217733_s_at"	9168
"201918_at"	55186
"201919_at"	55186
"201917_s_at"	55186
"214355_x_at"	100128553
"215549_x_at"	100128553
"219595_at"	7574
"219595_at"	100287515
"210253_at"	10553
"207180_s_at"	10553
"209448_at"	10553
"212914_at"	23492
"221148_at"	NA
"219048_at"	23556
"216547_at"	NA
"214748_at"	10443
"202258_s_at"	10443
"202259_s_at"	10443
"221899_at"	10443
"216971_s_at"	5339
"201373_at"	5339
"202781_s_at"	51763
"202782_s_at"	51763
"208245_at"	9366
"210540_s_at"	8702
"212876_at"	8702
"220744_s_at"	55764
"217794_at"	NA
"208377_s_at"	778
"206666_at"	3003
"219507_at"	51319
"206547_s_at"	5475
"212925_at"	126353
"217938_s_at"	56888
"219522_at"	24147
"212165_at"	NA
"209403_at"	NA
"205228_at"	NA
"34187_at"	NA
"214444_s_at"	56971
"220583_at"	NA
"217759_at"	54765
"208603_s_at"	23542
"205050_s_at"	23542
"55065_at"	57787
"221560_at"	57787
"206398_s_at"	930
"221058_s_at"	100529251
"216061_x_at"	5155
"204200_s_at"	5155
"217112_at"	5155
"214789_x_at"	10929
"213152_s_at"	10929
"201848_s_at"	NA
"209433_s_at"	NA
"212570_at"	23052
"212573_at"	23052
"213434_at"	2054
"205353_s_at"	NA
"218303_x_at"	51315
"217513_at"	284021
"215599_at"	NA
"217442_at"	100131825
"221554_at"	NA
"52169_at"	NA
"209079_x_at"	26025
"211876_x_at"	26025
"215836_s_at"	26025
"205717_x_at"	26025
"211066_x_at"	26025
"216352_x_at"	26025
"201747_s_at"	6294
"201748_s_at"	6294
"213377_x_at"	NA
"202830_s_at"	2542
"217289_s_at"	2542
"205750_at"	670
"212201_at"	23141
"212200_at"	23141
"205933_at"	26040
"208906_at"	26580
"218244_at"	55035
"221680_s_at"	51513
"205488_at"	3001
"208293_x_at"	1444
"208294_x_at"	1444
"208295_x_at"	1444
"205958_x_at"	1444
"207285_x_at"	1444
"209364_at"	572
"1861_at"	572
"200095_x_at"	NA
"200817_x_at"	NA
"221016_s_at"	83439
"210319_x_at"	4488
"205555_s_at"	4488
"202348_s_at"	1861
"202349_at"	1861
"218710_at"	55622
"212175_s_at"	NA
"208967_s_at"	NA
"208942_s_at"	7095
"208943_s_at"	7095
"214564_s_at"	5098
"201706_s_at"	5824
"201707_at"	5824
"221088_s_at"	55607
"204087_s_at"	8884
"218645_at"	11179
"215887_at"	11179
"218236_s_at"	23683
"211084_x_at"	23683
"203943_at"	9371
"217814_at"	57003
"203695_s_at"	1687
"214106_s_at"	2762
"204875_s_at"	2762
"205811_at"	11232
"207633_s_at"	4593
"207632_at"	4593
"204716_at"	8030
"216734_s_at"	643
"206126_at"	643
"202567_at"	6634
"219525_at"	55244
"212798_s_at"	57037
"212532_s_at"	124801
"212529_at"	124801
"209042_s_at"	7327
"209041_s_at"	7327
"203731_s_at"	23660
"203730_s_at"	23660
"201015_s_at"	3728
"205157_s_at"	3728
"212236_x_at"	3728
"204775_at"	8208
"207627_s_at"	7024
"209338_at"	7024
"207601_at"	27284
"204964_s_at"	8082
"204963_at"	8082
"206844_at"	8789
"208286_x_at"	5462
"210905_x_at"	5462
"214532_x_at"	5462
"221656_s_at"	55160
"206911_at"	7706
"215485_s_at"	3383
"202637_s_at"	3383
"202638_s_at"	3383
"212433_x_at"	NA
"44654_at"	92579
"221759_at"	92579
"208354_s_at"	6559
"215274_at"	6559
"201296_s_at"	26118
"210561_s_at"	26118
"201295_s_at"	26118
"201294_s_at"	26118
"202431_s_at"	4609
"214294_at"	NA
"212596_s_at"	10042
"212597_s_at"	10042
